promotion_id,name,description,promo_code,discount_type,discount_value,applies_to,product_ids,category_ids,brand_names,min_purchase_amount,max_uses,max_uses_per_customer,current_uses,start_date,end_date,is_active,created_at
c489ac9b-e578-4775-9ffd-9ae220ae8f8b,New Customer 1,Limited time offer - save on your favorite products!,SAVE39,bogo,5,all,,,,25,0,5,20,2025-11-04 23:32:21,2025-11-09 23:32:21,False,2025-11-04 23:32:21
1ec7e5e0-6ad0-46be-b1cd-74baba37c6a5,VIP Exclusive 2,Limited time offer - save on your favorite products!,,fixed,5,brand,,,,75,0,5,22,2025-11-14 23:32:21,2025-11-21 23:32:21,False,2025-11-14 23:32:21
984181f7-90fc-4e0a-b116-75d53bf51a7a,Buy More Save More 3,Limited time offer - save on your favorite products!,SAVE29,bogo,10,brand,,,,50,1000,2,0,2025-12-12 23:32:21,2025-12-26 23:32:21,True,2025-12-12 23:32:21
be557a3b-c7ad-4639-a1e6-c1406a619033,Flash Sale 4,Limited time offer - save on your favorite products!,SAVE42,percentage,5,brand,,,The Ordinary,50,100,1,24,2025-11-11 23:32:21,2025-11-24 23:32:21,False,2025-11-11 23:32:21
d46a85d0-1baf-44ec-b990-c66d7157f070,Summer Sale 5,Limited time offer - save on your favorite products!,,fixed,25,all,,,,50,0,2,8,2025-12-10 23:32:21,2025-12-29 23:32:21,True,2025-12-10 23:32:21
a40b4687-d762-483d-bc9d-32a4f527643d,Birthday Treat 6,Limited time offer - save on your favorite products!,SAVE13,fixed,15,category,,,,75,1000,5,14,2025-10-22 23:32:21,2025-11-04 23:32:21,False,2025-10-22 23:32:21
80e516fd-dc06-4ad6-a805-8484ba85ba97,VIP Exclusive 7,Limited time offer - save on your favorite products!,SAVE26,bogo,10,category,,,Summer Fridays,25,0,2,5,2025-10-28 23:32:21,2025-11-27 23:32:21,False,2025-10-28 23:32:21
f097331d-be6e-4bcc-b520-aefffde2f361,VIP Exclusive 8,Limited time offer - save on your favorite products!,,fixed,5,all,,,,25,1000,1,45,2025-11-27 23:32:21,2025-12-20 23:32:21,True,2025-11-27 23:32:21
a912d8b9-32cb-48f6-b192-5833bbee59a3,Birthday Treat 9,Limited time offer - save on your favorite products!,SAVE24,fixed,10,all,,,,25,500,1,1,2025-11-30 23:32:21,2025-12-12 23:32:21,False,2025-11-30 23:32:21
baee80d9-2140-41be-94d7-aad470e79e0c,Flash Sale 10,Limited time offer - save on your favorite products!,,bogo,5,brand,,,,75,1000,1,39,2025-11-21 23:32:21,2025-12-06 23:32:21,False,2025-11-21 23:32:21
757302d9-36d7-4cee-918e-cb4fa194a1b6,Buy More Save More 11,Limited time offer - save on your favorite products!,SAVE38,percentage,5,category,,,,50,1000,2,49,2025-12-14 23:32:21,2025-12-30 23:32:21,True,2025-12-14 23:32:21
